date,title,self_label,sentiment,label
2023-05-30 9:00,"['삼성전자', ',', '갤럭시·노트북·TV서', ""'"", '자', '가', '수', '이', '리', ""'"", '국내', '도입']",1,0.39,0
2023-05-30 10:43,"['삼성전자', '갤럭시', ',', '이제', '내손', '으로', '고치', 'ㄴ다']",1,0.58,1
2023-05-30 11:09,"['[', '특징주', ']', '삼성전자·SK하이닉스,', '52주', '신', '고', '가', '아', '기록']",1,0.32,0
2023-05-30 14:01,"['""', '청년', '에', '일경험""…SK하이닉스·삼성전자', '등', '2100명', '모집']",1,0.45,0
2023-05-30 11:21,"['작년', '주주', '배당액', '1위', '는', '삼성전자…총', '배당금', '은', '6.7%↓']",0,0.41,0
2023-05-30 9:29,"['갤S22·갤북', '스스로', '고친다…삼성전자', '‘자', '가', '수리’', '국내', '도입']",1,0.51,1
2023-05-30 9:26,"['""', '이번', '엔', '중동""…삼성전자,', '두바', '이', '리조트', '서', '2023년형', 'TV', '공개']",1,0.24,0
2023-05-30 11:06,"['삼성전자', ',', '두바이', '서', '2023년형', '네오QLED', '신제품', '선봬']",1,0.44,0
2023-05-30 11:06,"['""', '이제', '집', '에서', '고치', '세', '요', '""', '...', '삼성전자', ',', ""'"", '자', '가', '수', '이', '리', ""'"", '국내', '도입']",1,0.5,0
2023-05-30 18:00,"['""머스크', '불', '만', '터트리', 'ㄹ', '지경인데""…삼성전자·하이닉스', '웃', '는', '이유']",1,0.4,0
2023-05-30 18:11,"['삼성전자', '신', '고', '가', '아', '행진…""8만전자', '갈', 'ㄴ다', '""']",1,0.31,0
2023-05-30 9:14,"['""', '삼성전자', ',', '책임경영', '필요성↑…이재용', '등기이사', '복귀', '가능성', '""']",1,0.29,0
2023-05-30 16:48,"['삼성전자', ',', '외국', '이', 'ㄴ', '폭풍매수', '에', ""'7만전자"", '굳히기', ""'""]",1,0.15,0
2023-05-30 9:11,"['삼성전자', ',', '7.1만원', '진입…반도체株', '훈풍', '지', '속', '[', '특징주', ']']",1,0.35,0
2023-05-30 9:13,"['""', '삼성전자', '가', '또', '?""...', '신제품', '에', '적용', '하', 'ㄴ', ""'"", '첨단', '기술', ""'"", '은', '?']",1,0.36,0
2023-05-30 10:01,"['[', '특징주', ']', '날개', '단', '삼성전자', '?', 'SK하이닉스…또', '52주', '최고', '가', '경신']",1,0.43,0
2023-05-29 21:11,"['돈다발', '들', '고', '달리', '어', '오', 'ㄴ', '외국인들…“삼성전자', '사', '고', '싶습니다”']",1,0.64,1
2023-05-30 12:02,"['신', '고', '가', '아', '행진', '삼성전자·SK하이닉스…""반도체', '질주', '는', '계속', '되', 'ㄴ다', '""']",1,0.27,0
2023-05-30 18:17,"['반갑', '다', ',', ""삼성전자'…반도체주"", '랠리', '에', '1년', '만에', '7만2000원', '선', '회복']",1,0.25,0
2023-05-30 11:35,"['삼성전자', ""'"", '보행', '보조', '로봇', ""'"", '특허', '또', ""추가…'봇핏'"", '출시', '임박', '?']",1,0.54,1
2023-05-30 10:17,"['[', '증시신상품', ']', '한화투자증권', ',', ""'"", '한화', '델타랩', '삼성전자우', ""'"", '출시']",1,0.53,1
2023-05-30 9:48,"['삼성전자·SK하이닉스', '연고점…반도체주', '랠리', '이', '이', '어', '지', 'ㄹ까']",1,0.43,0
2023-05-30 9:04,"['삼성전자', 'vs', ""TSMC…'AI"", '불', 'ㅁ', ""'"", '반도체', '수혜주', '는', '어디', '?']",1,0.37,0
2023-05-30 15:53,"['코스피', ',', '1년', '만', '에', ""2580선…'파죽지세'"", '삼성전자', '7.2만대']",1,0.43,0
2023-05-30 9:27,"['반도체株', '상승', '랠리…삼성전자·SK하이닉스', '신', '고', '가', '아', '행진']",1,0.4,0
2023-05-30 10:34,"['[', 'STOCK', ']', '""', '땡큐', '엔비디아""', '삼성전자·SK하이닉스,', '나란히', '신고', '가']",1,0.56,1
2023-05-30 0:01,"['동학', '개미', '들', ',', ""'9만전자'"", '바라', '아', '보', '는', '삼성전자', '팔', '는', '까닭', '은', '?']",1,0.36,0
2023-05-30 11:01,"['삼성전자', ""'8만전자'"", '가', '코앞', '?...', '52주', '신', '고', '가', '아', '경신']",1,0.39,0
2023-05-30 17:14,"['코스피', '1', '%', '넘', '게', '오르', '며', '‘연중', '최고치’···삼성전자·SK하이닉스·LG전자', '일제히', '‘신고가’']",1,0.45,0
2023-05-30 16:33,"['""', '얼마만', '의', ""'"", '양', '전', ""'"", '이', 'ㄴ지', '눈물이…""', '삼성전자', ',', '연일', '신', '고', '가', '아', '행진', '(', '종합', ')']",1,0.33,0
2023-05-30 9:29,"['삼성전자', ',', '52주', '신', '고', '가', '아', '경신…반도체주', '상승', '에', '7만원', '대', '안착', '[', '특징주', ']']",1,0.38,0
2023-05-30 10:40,"['삼성전자', ',', '‘9만전자’', '가', '아', '나', '아', '...', '연휴', '후', '에도', '상승세', ',', '52주', '신고', '가']",1,0.53,1
2023-05-30 17:03,"['‘7만전자’', '안착', '에', '삼성그룹·반도체', 'ETF', '‘훈풍’', '[투자360', ']']",1,0.31,0
2023-05-30 9:36,"['“삼전', '효과', '누리자”', '한화투자증권', ',', '‘한화', '델타랩', '삼성전자우’', '출시']",1,0.4,0
2023-05-30 8:45,"['삼성전자', ',', '2023년형', 'TV', '신제품', '으로', '중동', '소비자', '공략']",1,0.39,0
2023-05-30 8:45,"['삼성전자', ',', '2023년형', 'TV', '신제품', '으로', '중동', '소비자', '공략']",1,0.39,0
2023-05-29 22:14,"['“삼성전자', '또', '외계', '이', 'ㄴ', '납치했나”', '...', '이번', '엔', '‘바람', '과', '빛’', '첨단기술']",1,0.31,0
2023-05-30 9:37,"['""', 'AI', '반도체', '수요', '늘어난다""…삼성전자·SK하이닉스', '신', '고', '가', '아', '경신']",1,0.37,0
2023-05-30 9:14,"['[', '특징주', ']', '삼성전자·SK하이닉스,', '미국발', '훈풍', '에', '나란히', ""'"", '신고', '가', ""'""]",1,0.36,0
2023-05-30 9:22,"['삼성전자', ',', '두바', '이', '리조트', '서', '2023년형', 'TV', '공개']",1,0.28,0
2023-05-29 20:01,"['[', 'DD', '주간브리핑', ']', '삼성전자·SK하이닉스', ""'활짝'…"", '반도체', '강세', ',', '이번주', '에도', '이', '이', '어', '지', 'ㄹ까']",1,0.42,0
2023-05-30 9:39,"['코스피·코스닥', '상승', '출발…삼성전자', '1.85', '%', '↑']",1,0.44,0
2023-05-30 11:38,"['삼성전자·SK하이닉스', ""'훈풍'…日"", '증시', '주춤']",1,0.31,0
2023-05-30 16:51,"['삼성전자·SK하이닉스,', '‘글로벌', 'AI', '반도체', '90', '%', '점유’', '덕', '에', '주', '가', '‘쭉쭉’…다음', '체크포인트', '는', '?', '[투자360', ']']",1,0.37,0
2023-05-30 11:43,"['제일건설㈜,', '삼성전자', '평택캠퍼스', '직주근접', '`지제역', '반도체밸리', '제일풍경채', '2BL`', '분양예정']",1,0.37,0
2023-05-30 14:47,"['삼성전자', ',', '2023년형', 'TV', '신제품', '으로', '중동', '시장', '공략', '강화']",1,0.35,0
2023-05-30 15:34,"['[', '특징주', ']', '삼성전자·SK하이닉스,', '미국발', '훈풍', '에', '나란히', ""'"", '신고', '가', ""'("", '종합', ')']",1,0.45,0
2023-05-30 9:42,"['삼성전자', ',', '중동서', '프리미엄TV', '라인업', '공개…현지', '공략']",1,0.4,0
2023-05-30 10:01,"['삼성전자', ',', '갤럭시', '‘자', '가', '수리', '프로그램’', '국내', '도입', '…', '사용자', '선택권', '확대']",1,0.35,0
2023-05-30 14:23,"['삼성전자·SK하이닉스', '또', '희소식…엔비디아', '재고', '4년새', '감소', '[김익환', '의', '컴퍼니워치', ']']",1,0.27,0
2023-05-30 14:23,"['한화투자증권', ',', '랩어카운트', ""'델타랩"", '삼성전자우', ""'"", '출시']",1,0.48,0
2023-05-30 9:21,"['삼성전자', ',', '중동서', '프리미엄', 'TV', '공개…', '현지', '콘텐츠', '협업', '도', '강화']",1,0.24,0
2023-05-30 16:08,"['[', '시황', ']', '코스피', ',', '외', '이', 'ㄴ', ""'"", '사', '자', ""'"", '에', '열', 'ㄴ', '중', '최고점…삼성전자', '7.2', '만', '원', '돌파', '?']",1,0.4,0
2023-05-30 6:01,"['[', '하루만보', '하루천자', ']', '삼성전자', '가', '요즘', '꿀잠', '에', '빠지', 'ㄴ', '이유']",1,0.38,0
2023-05-30 9:16,"['삼성전자', '52주', '신', '고', '가', '아', '갈아치웠다…반도체株', '불뿜으', '이', '며', '상승']",1,0.38,0
2023-05-30 15:56,"['""베트남,', '삼성전자', '등', '외국기업', '에', '보조금', '지급', '고심', '""']",1,0.24,0
2023-05-30 9:22,"['삼성전자', ',', '두바이', '서', '2023년형', 'TV', '공개']",1,0.39,0
2023-05-30 16:02,"['삼성전자', '2.84', '%', '오른', '7만2300원…코스피,', '외', '이', 'ㄴ', ""'"", '사', '자', ""'"", '에', '2580', '선', '마감']",1,0.22,0
2023-05-30 8:45,"['삼성전자', ',', '2023년형', 'TV', '신제품', '으로', '중동', '소비자', '공략']",1,0.39,0
2023-05-30 15:52,"['[', '데이터', '로', '보', '는', '증시]LG전자·삼성전자,', '기관·외국', '이', 'ㄴ', '코스피', '순매수', '1', '위', '(', '5월', '30일', '-', '최종치', ')']",1,0.35,0
2023-05-30 8:45,"['삼성전자', ',', '2023년형', 'TV', '신제품', '으로', '중동', '소비자', '공략']",1,0.39,0
2023-05-30 10:37,"['시노펙스,', '삼성전자', '베트남', '품질혁신', '최우수상', '수상']",1,0.42,0
2023-05-30 13:44,"['상장사', '2년', '째', '배당', '줄', '어', '...', '삼성전자', ""'"", '배당', '1위', ""'"", '[권영훈', '의', '증시뉴스', 'PICK', ']']",1,0.29,0
2023-05-30 9:50,"['[', '특징주', ']', '삼성전자·SK하이닉스…장초반', '급등세']",1,0.48,0
2023-05-30 11:52,"['삼성전자', ',', '프리미엄TV', '로', '중동', '공략']",1,0.32,0
2023-05-30 18:37,"['[', '경제합', '시', '이', '다', ']', '연', '이', 'ㄹ', '뛰', '는', '삼성전자', '주가…미국', '‘', '이', '기업’', '열풍', '때문', '?']",1,0.33,0
2023-05-30 9:22,"['삼성전자', ',', 'TV', '신제품', '으로', '중동', '소비자', '눈길', '사로잡', '는다']",1,0.48,0
2023-05-30 10:07,"['한화투자증권', ',', '랩어카운트', ""'델타랩"", '삼성전자우', ""'"", '출시']",1,0.48,0
2023-05-30 14:44,"['삼성전자', '주식', '으로', '500억', '교환사채', '발행', '하', 'ㄴ', '세종텔레콤', '?']",1,0.33,0
2023-05-30 10:02,"['한화투자증권', ',', ""'"", '한화', '델타랩', '삼성전자우', ""'"", '출시']",1,0.47,0
2023-05-30 9:37,"['한화투자증권', '‘한화', '델타랩', '삼성전자우’', '출시']",1,0.55,1
2023-05-30 9:42,"['한화투자증권', ',', ""'"", '한화', '델타랩', '삼성전자우', ""'"", '출시']",1,0.47,0
2023-05-30 10:14,"['한화투자증권', ',', '랩어카운트', '서비스', ""'"", '한화', '델타랩', '삼성전자우', ""'"", '출시']",1,0.48,0
2023-05-30 9:01,"['""', '이제', '직접', '고친다""…삼성,', '갤럭시', ""'"", '자', '가', '수', '이', '리', ""'"", '국내', '도입']",1,0.44,0
2023-05-30 10:36,"['삼성', '갤럭시폰', '‘깨진', '화면’,', '직접', '갈아끼울', '수', '있', '다']",1,0.49,0
2023-05-30 9:02,"['""똥손', '도', '가능', '하', 'ㄴ가', '요', '?""', '…삼성', '갤럭시', ""'"", '자', '가', '수리', '프로그램', ""'"", '도입', '[', '영상', ']']",1,0.31,0
2023-05-30 17:07,"['초격차', '기술', '로', '불황', ""넘자'…삼성·SK,"", '차세대', 'D', '램', '잇달', '아', '양산']",1,0.29,0
2023-05-30 14:30,"['삼성', '갤럭시폰', '소비자', '가', '직접', '고치', 'ㄹ', '수', ""있다…'자"", '가', '키트', '도입', ""'""]",1,0.25,0
2023-05-30 18:23,"['""', '불황', '에도', '초격차', '유지""…삼성·SK,', 'DDR5', '에', '힘', '싣', '는다']",1,0.41,0
2023-05-30 9:04,"['SKT', ',', '전용', '양자보안', '폰', ""'갤럭시퀀텀4'"", '출시…""방수방진·손떨방', '지원', '""']",1,0.24,0
2023-05-30 16:35,"['삼전·하이닉스', '또', '연고점…외국', '이', 'ㄴ', '6000억', '사들였다', '(', '종합', ')']",1,0.41,0
2023-05-30 9:01,"['고장나', 'ㄴ', '갤럭시폰,', '나', '가', '고친다…삼성', ""'"", '자', '가', '수', '이', '리', ""'"", '국내', '도입']",1,0.47,0
2023-05-30 11:00,"['미국', 'vs', '중국,', '다가오', '는', '‘선택', '의', '시간’', '[', '특파원', '리포트', ']']",1,0.59,1
2023-05-30 9:01,"['앞', '으로', '갤럭시폰', '‘직접', '수리’', '가능해진다', '(', '영상', ')']",1,0.47,0
2023-05-30 16:13,"['갤럭시폰', '‘셀프', '수리’', '이제', '한국서', '도', '가능', '[', '오늘', '이슈', ']']",1,0.4,0
2023-05-30 15:57,"['삼성', '이', '이', '어', 'SK', '도', ""'초격차'"", 'D', '램', '장착…불황', '넘', '어', ""'"", 'AI', '시장', ""'"", '정조준']",1,0.27,0
2023-05-30 6:07,"['반도체', '훈풍', '언제', '까지', '?', '…증권', '가', '""三電·하이닉스', '더', '오르', 'ㄴ다', '""']",1,0.44,0
2023-05-30 17:01,"['근로복지공단', '이사장', '에', '‘삼성', '출신’…반도체', '노동자', '단체', '비판']",0,0.39,0
2023-05-30 10:33,"['[', '초점', ']', '""中·러시', '아', '설움', '푼다""…삼성·LG,', '중동', ""'"", '오일머니', ""'"", '공략', '본격화']",1,0.32,0
2023-05-30 9:30,"['갤럭시폰', '국내', '도', '‘셀프수리’', '가능', '...', '“애초', '수리', '쉽', '게', '만들어야”']",1,0.53,1
2023-05-30 14:01,"['삼성', '스마트폰·노트북·TV', '소비자', '가', '직접', '수리', '하', 'ㄴ다']",1,0.53,1
2023-05-30 15:30,"['제네시스', '에', '삼성', 'OLED', ""'"", '미래차', '동맹', ""'""]",1,0.25,0
2023-05-30 8:36,"['""', '갤럭시', '스마트폰·노트북', '직접', '고치', '어', '보', '세', '요', '""', '삼성', ',', '자', '가', '수리', '국내', '도입']",1,0.54,1
2023-05-30 9:01,"['국내', '서도', '갤럭시', '폰·노트북', ""'셀프"", '수', '이', '리', ""'"", '가능', '하', '어', '지', 'ㄴ다']",1,0.46,0
2023-05-30 15:59,"['삼전·하이닉스', '""', '나', '를', '따르라""…LG전자', ""'"", '신고', '가', ""'""]",1,0.25,0
2023-05-30 9:07,"['""갤럭시폰', '고객', '이', '부품사서', '직접', '고치', 'ㄴ다', '""', '...', '삼성', ""'셀프"", '수', '이', '리', ""'"", '국내', '도입']",1,0.36,0
2023-05-30 9:18,"['코스피', ',', '장중', '연고점…삼전·하이닉스', '또', '신고', '가']",1,0.48,0
2023-05-30 17:18,"['생성형AI', '열풍', '타고…차세대', 'D', '램', ""'진검승부"", ""'""]",1,0.14,0
2023-05-30 9:49,"['SKT', '-', '삼성', ',', '양자보안', '스마트폰', ""'"", '갤럭시', '퀀텀', '4', ""'"", '출시']",1,0.53,1
2023-05-30 5:59,"['삼성', 'vs', 'LG', '불꽃', '튄다는데…“안방', '소비자', '를', '품어라”']",1,0.46,0
2023-05-30 9:02,"['삼성', '갤럭시', ""'"", '자', '가', '수리', '프로그램', ""'"", '국내', '에', '도입']",1,0.48,0
2023-05-30 16:45,"['""', '이젠', '갤럭시폰', '직접', '수리하세요', '""']",1,0.28,0
2023-05-30 18:10,"['부산', '리노공업', '배당', '‘코스닥', '1위’…작년', '455억', '풀', '었다']",1,0.44,0
2023-05-30 9:53,"['SKT', ',', '양자보안폰', ""'갤럭시퀀텀4'"", '출시…디자인·성능', '개선']",1,0.52,1
2023-05-30 14:48,"['스마트워치', '2위', '자리', '내', '어', '주', 'ㄴ', '삼성', '...', '갤워치6', '로', '만회', '나', '아ㄴ다']",0,0.42,0
2023-05-30 13:25,"['삼성·SK', '마냥', '웃', '을', '수', '없', '다', ""[뉴스'까'페"", ']']",0,0.43,0
2023-05-30 9:22,"['부담', '덜', '어', '내', 'ㄴ', '국내', '증시…삼전·하이닉스', ""'"", '반도체주', ""'"", '날', '아다']",1,0.34,0
2023-05-30 10:11,"['SK', '텔레콤', ',', '양자보안', '5G', '삼성폰', '‘갤럭시', '퀀텀4′', '출시']",1,0.63,1
2023-05-30 17:19,"['하루', '에', '6700억원', '폭풍매수…외국인들', '쏠리', 'ㄴ', '종목', '은']",1,0.44,0
2023-05-30 10:49,"['“SK하이닉스', '상승세', '시작', '에', '불과', '?', '”', '세계', '서', '가장', '빠르', 'ㄴ', '‘신무기’', '예고', '에', '시선', '집중', '[비즈360', ']']",1,0.26,0
2023-05-30 10:26,"['""중동', '소비자', '잡', '아라', '""', '두바이', '에', '뜨', 'ㄴ', '삼성', 'TV']",1,0.46,0
2023-05-30 15:35,"['스마트폰', '직접', '수리', '하', 'ㄹ', '‘권리’…삼성,', '액정', '등', '부풀', 'ㅁ', '판매']",1,0.23,0
2023-05-30 17:51,"['“5초', '에', '1대', '씩', '팔린다”', '삼성', '2위→3위', '로', '밀', '어', '내', 'ㄴ', '회사', '정체']",1,0.55,1
2023-05-30 11:20,"['상장사', '배당금', ',', '2년', '연속', '감소', '28조5282억원…증시', '부진', '여파']",0,0.39,0
2023-05-30 13:26,"['SKT', ',', '양자보안', '폰', ""'"", '갤럭시', ""퀀텀4'"", '출시']",1,0.31,0
2023-05-30 12:02,"['""5G', '강국', ',', '6G', '로', '잇는다""…6G포럼', '출범']",1,0.36,0
2023-05-30 9:14,"['국제광고제', '휩쓸', 'ㄴ', '제일기획…북미·유럽서', '본상', '14개', '수상']",1,0.26,0
2023-05-30 18:34,"['비상경영', '나몰라라…노조', '의', ""'"", '역대급', '청구서', ""'""]",0,0.17,0
2023-05-30 11:07,"['“화', '이', '면', '깨', '어', '지', 'ㄴ', '갤S22,', '이제', '직접', '고치세요”']",1,0.44,0
2023-05-30 10:19,"['작년', '상장사', '배당금', '28.', '5조…전년比', '6.7', '%', '줄', '어']",0,0.37,0
2023-05-30 17:12,"['갤럭시폰·노트북·TV', ""'셀프수리'"", '길', '열', '리었다']",1,0.4,0
2023-05-30 9:33,"['SK', '텔레콤', ',', '양자보안', '5G폰', '삼성', '‘갤럭시', '퀀텀', '4’', '출시']",1,0.44,0
2023-05-30 16:07,"['[', '시황종합', ']', '외', '이', 'ㄴ', ""'"", '사', '자', ""'"", '에', '코스피', '연고점', '경신…삼전·하이닉스', '강세']",1,0.43,0
2023-05-30 15:09,"['SKT', ',', '양자보안', ""'"", '갤럭시', ""퀀텀4'"", '...', '인증정보', ',', '외장메모리', '암호화']",1,0.41,0
2023-05-30 6:15,"['""', '초연결', '이', '알', '아', '딱""…가전', '의', '진화', ',', '생활', '이', '다르', '아', '지', 'ㄴ다', '[미래on', ']']",1,0.31,0
2023-05-30 9:40,"['제일기획', ',', '해외', '광고제', '서', '잇달', 'ㄴ', '수상']",1,0.4,0
2023-05-30 10:37,"['작년', '상장사', '배당금', '6.7', '%', '줄었다…28조', '5천억', '지급']",0,0.46,0
2023-05-30 17:20,"['적자', '이', '나', '도', ',', '최대', '실적', '거두', '어도', ""'"", '역대급', '청구서', '내밀', '는', '노조']",0,0.48,0
2023-05-29 22:44,"['10년', '전', '중국', '점유율', '20%→1%', ""'추락'…늪"", '에', '빠지', 'ㄴ', '삼성폰']",0,0.27,0
2023-05-30 9:37,"['미국발', '훈풍…', '‘7만전자’', '‘11만닉스’', '52주', '신', '고', '가', '아', '경신']",1,0.34,0
2023-05-30 16:07,"['코스피', ',', '미', '부채한', '도', '협상', '타결·반도체', '강세', '에', '열', 'ㄴ', '중', '최고치', '(', '종합', ')']",1,0.34,0
2023-05-30 16:02,"['산·학·연', '모이', '어', '기술', '융합…', '한국', '도', '6G', '주도권', '전쟁', '참전']",1,0.51,1
2023-05-30 11:07,"['양자기술', '로', '보안', '강화', ',', 'SKT', '‘갤럭시', '퀀텀4’', '출시']",1,0.51,1
2023-05-30 8:49,"['진화', '하', 'ㄴ', '양자', '보안기술…SKT,', '60만원', '대', '`', '갤럭시', '퀀텀4`', '출시']",1,0.49,0
2023-05-30 9:24,"['이제', '집', '에서', '직접', '고친다…갤럭시', ""'"", '자', '가', '수', '이', '리', ""'"", '국내', '도입']",1,0.38,0
2023-05-30 16:46,"['2600', '선', '바라', '아', '보', '는', '코스피…반도체주', '강세', ""'"", '지속', ""'""]",1,0.16,0
2023-05-30 4:27,"['""', '삼성', '보다', 'TSMC…AI', '열풍', '속', '수익·경영', '모두', '유리', '""']",0,0.28,0
