date,title,self_label
2023-05-30 9:00,"삼성전자, 갤럭시·노트북·TV서 '자가 수리' 국내 도입",1
2023-05-30 10:43,"삼성전자 갤럭시, 이제 내손으로 고친다",1
2023-05-30 11:09,"[특징주] 삼성전자·SK하이닉스, 52주 신고가 기록",1
2023-05-30 14:01,"""청년에 일경험""…SK하이닉스·삼성전자 등 2100명 모집",1
2023-05-30 11:21,작년 주주 배당액 1위는 삼성전자…총 배당금은 6.7%↓,0
2023-05-30 9:29,갤S22·갤북 스스로 고친다…삼성전자 ‘자가 수리’ 국내 도입,1
2023-05-30 9:26,"""이번엔 중동""…삼성전자, 두바이 리조트서 2023년형 TV 공개",1
2023-05-30 11:06,"삼성전자, 두바이서 2023년형 네오QLED 신제품 선봬",1
2023-05-30 11:06,"""이제 집에서 고치세요""...삼성전자, '자가 수리' 국내 도입",1
2023-05-30 18:00,"""머스크 불만 터트릴 지경인데""…삼성전자·하이닉스 웃는 이유",1
2023-05-30 18:11,"삼성전자 신고가 행진…""8만전자 간다""",1
2023-05-30 9:14,"""삼성전자, 책임경영 필요성↑…이재용 등기이사 복귀 가능성""",1
2023-05-30 16:48,"삼성전자, 외국인 폭풍매수에 '7만전자 굳히기'",1
2023-05-30 9:11,"삼성전자, 7.1만원 진입…반도체株 훈풍 지속[특징주]",1
2023-05-30 9:13,"""삼성전자가 또?""...신제품에 적용한 '첨단 기술'은?",1
2023-05-30 10:01,[특징주] 날개 단 삼성전자?SK하이닉스…또 52주 최고가 경신,1
2023-05-29 21:11,돈다발 들고 달려온 외국인들…“삼성전자 사고 싶습니다”,1
2023-05-30 12:02,"신고가 행진 삼성전자·SK하이닉스…""반도체 질주는 계속된다""",1
2023-05-30 18:17,"반갑다, 삼성전자'…반도체주 랠리에 1년만에 7만2000원선 회복",1
2023-05-30 11:35,삼성전자 '보행 보조 로봇' 특허 또 추가…'봇핏' 출시 임박?,1
2023-05-30 10:17,"[증시신상품] 한화투자증권, '한화 델타랩 삼성전자우' 출시",1
2023-05-30 9:48,삼성전자·SK하이닉스 연고점…반도체주 랠리 이어질까,1
2023-05-30 9:04,삼성전자 vs TSMC…'AI 붐' 반도체 수혜주는 어디?,1
2023-05-30 15:53,"코스피, 1년 만에 2580선…'파죽지세' 삼성전자 7.2만대",1
2023-05-30 9:27,반도체株 상승 랠리…삼성전자·SK하이닉스 신고가 행진,1
2023-05-30 10:34,"[STOCK] ""땡큐 엔비디아"" 삼성전자·SK하이닉스, 나란히 신고가",1
2023-05-30 0:01,"동학 개미들, '9만전자' 바라보는 삼성전자 파는 까닭은?",1
2023-05-30 11:01,삼성전자 '8만전자'가 코앞?...52주 신고가 경신,1
2023-05-30 17:14,코스피 1% 넘게 오르며 ‘연중 최고치’···삼성전자·SK하이닉스·LG전자 일제히 ‘신고가’,1
2023-05-30 16:33,"""얼마만의 '양전'인지 눈물이…"" 삼성전자, 연일 신고가 행진(종합)",1
2023-05-30 9:29,"삼성전자, 52주 신고가 경신…반도체주 상승에 7만원대 안착[특징주]",1
2023-05-30 10:40,"삼성전자, ‘9만전자’ 가나...연휴 후에도 상승세, 52주 신고가",1
2023-05-30 17:03,‘7만전자’ 안착에 삼성그룹·반도체 ETF ‘훈풍’ [투자360],1
2023-05-30 9:36,"“삼전 효과 누리자” 한화투자증권, ‘한화 델타랩 삼성전자우’ 출시",1
2023-05-30 8:45,"삼성전자, 2023년형 TV 신제품으로 중동 소비자 공략",1
2023-05-30 8:45,"삼성전자, 2023년형 TV 신제품으로 중동 소비자 공략",1
2023-05-29 22:14,“삼성전자 또 외계인 납치했나”...이번엔 ‘바람과 빛’ 첨단기술,1
2023-05-30 9:37,"""AI 반도체 수요 늘어난다""…삼성전자·SK하이닉스 신고가 경신",1
2023-05-30 9:14,"[특징주] 삼성전자·SK하이닉스, 미국발 훈풍에 나란히 '신고가'",1
2023-05-30 9:22,"삼성전자, 두바이 리조트서 2023년형 TV 공개",1
2023-05-29 20:01,"[DD 주간브리핑] 삼성전자·SK하이닉스 '활짝'… 반도체 강세, 이번주에도 이어질까",1
2023-05-30 9:39,코스피·코스닥 상승 출발…삼성전자 1.85% ↑,1
2023-05-30 11:38,삼성전자·SK하이닉스 '훈풍'…日 증시 주춤,1
2023-05-30 16:51,"삼성전자·SK하이닉스, ‘글로벌 AI 반도체 90% 점유’ 덕에 주가 ‘쭉쭉’…다음 체크포인트는? [투자360]",1
2023-05-30 11:43,"제일건설㈜, 삼성전자 평택캠퍼스 직주근접 `지제역 반도체밸리 제일풍경채 2BL` 분양예정",1
2023-05-30 14:47,"삼성전자, 2023년형 TV 신제품으로 중동 시장 공략 강화",1
2023-05-30 15:34,"[특징주] 삼성전자·SK하이닉스, 미국발 훈풍에 나란히 '신고가'(종합)",1
2023-05-30 9:42,"삼성전자, 중동서 프리미엄TV 라인업 공개…현지 공략",1
2023-05-30 10:01,"삼성전자, 갤럭시 ‘자가 수리 프로그램’ 국내 도입 … 사용자 선택권 확대",1
2023-05-30 14:23,삼성전자·SK하이닉스 또 희소식…엔비디아 재고 4년새 감소 [김익환의 컴퍼니워치],1
2023-05-30 14:23,"한화투자증권, 랩어카운트 '델타랩 삼성전자우' 출시",1
2023-05-30 9:21,"삼성전자, 중동서 프리미엄 TV 공개… 현지 콘텐츠 협업도 강화",1
2023-05-30 16:08,"[시황] 코스피, 외인 '사자'에 연중 최고점…삼성전자 7.2만 원 돌파?",1
2023-05-30 6:01,[하루만보 하루천자]삼성전자가 요즘 꿀잠에 빠진 이유,1
2023-05-30 9:16,삼성전자 52주 신고가 갈아치웠다…반도체株 불뿜으며 상승,1
2023-05-30 15:56,"""베트남, 삼성전자 등 외국기업에 보조금 지급 고심""",1
2023-05-30 9:22,"삼성전자, 두바이서 2023년형 TV 공개",1
2023-05-30 16:02,"삼성전자 2.84% 오른 7만2300원…코스피, 외인 '사자'에 2580선 마감",1
2023-05-30 8:45,"삼성전자, 2023년형 TV 신제품으로 중동 소비자 공략",1
2023-05-30 15:52,"[데이터로 보는 증시]LG전자·삼성전자, 기관·외국인 코스피 순매수 1위(5월 30일-최종치)",1
2023-05-30 8:45,"삼성전자, 2023년형 TV 신제품으로 중동 소비자 공략",1
2023-05-30 10:37,"시노펙스, 삼성전자 베트남 품질혁신 최우수상 수상",1
2023-05-30 13:44,상장사 2년째 배당 줄어...삼성전자 '배당 1위' [권영훈의 증시뉴스 PICK],1
2023-05-30 9:50,[특징주] 삼성전자·SK하이닉스…장초반 급등세,1
2023-05-30 11:52,"삼성전자, 프리미엄TV로 중동 공략",1
2023-05-30 18:37,[경제합시다] 연일 뛰는 삼성전자 주가…미국 ‘이 기업’ 열풍 때문?,1
2023-05-30 9:22,"삼성전자, TV 신제품으로 중동 소비자 눈길 사로잡는다",1
2023-05-30 10:07,"한화투자증권, 랩어카운트 '델타랩 삼성전자우' 출시",1
2023-05-30 14:44,삼성전자 주식으로 500억 교환사채 발행한 세종텔레콤?,1
2023-05-30 10:02,"한화투자증권, '한화 델타랩 삼성전자우' 출시",1
2023-05-30 9:37,한화투자증권 ‘한화 델타랩 삼성전자우’ 출시,1
2023-05-30 9:42,"한화투자증권, '한화 델타랩 삼성전자우' 출시",1
2023-05-30 10:14,"한화투자증권, 랩어카운트 서비스'한화 델타랩 삼성전자우' 출시",1
2023-05-30 9:01,"""이제 직접 고친다""…삼성, 갤럭시 '자가 수리' 국내 도입",1
2023-05-30 10:36,"삼성 갤럭시폰 ‘깨진 화면’, 직접 갈아끼울 수 있다",1
2023-05-30 9:02,"""똥손도 가능한가요?""…삼성 갤럭시 '자가 수리 프로그램' 도입 [영상]",1
2023-05-30 17:07,"초격차 기술로 불황 넘자'…삼성·SK, 차세대 D램 잇달아 양산",1
2023-05-30 14:30,삼성 갤럭시폰 소비자가 직접 고칠 수 있다…'자가 키트 도입',1
2023-05-30 18:23,"""불황에도 초격차 유지""…삼성·SK, DDR5에 힘 싣는다",1
2023-05-30 9:04,"SKT, 전용 양자보안 폰 '갤럭시퀀텀4' 출시…""방수방진·손떨방 지원""",1
2023-05-30 16:35,삼전·하이닉스 또 연고점…외국인 6000억 사들였다(종합),1
2023-05-30 9:01,"고장난 갤럭시폰, 내가 고친다…삼성 '자가 수리' 국내 도입",1
2023-05-30 11:00,"미국 vs 중국, 다가오는 ‘선택의 시간’ [특파원 리포트]",1
2023-05-30 9:01,앞으로 갤럭시폰 ‘직접 수리’ 가능해진다(영상),1
2023-05-30 16:13,갤럭시폰 ‘셀프 수리’ 이제 한국서도 가능 [오늘 이슈],1
2023-05-30 15:57,삼성 이어 SK도 '초격차' D램 장착…불황 넘어 'AI 시장' 정조준,1
2023-05-30 6:07,"반도체 훈풍 언제까지?…증권가 ""三電·하이닉스 더 오른다""",1
2023-05-30 17:01,근로복지공단 이사장에 ‘삼성 출신’…반도체 노동자 단체 비판,0
2023-05-30 10:33,"[초점] ""中·러시아 설움 푼다""…삼성·LG, 중동 '오일머니' 공략 본격화",1
2023-05-30 9:30,갤럭시폰 국내도 ‘셀프수리’ 가능...“애초 수리 쉽게 만들어야”,1
2023-05-30 14:01,삼성 스마트폰·노트북·TV 소비자가 직접 수리한다,1
2023-05-30 15:30,제네시스에 삼성 OLED '미래차 동맹',1
2023-05-30 8:36,"""갤럭시 스마트폰·노트북 직접 고쳐보세요"" 삼성, 자가 수리 국내 도입",1
2023-05-30 9:01,국내서도 갤럭시 폰·노트북 '셀프 수리' 가능해진다,1
2023-05-30 15:59,"삼전·하이닉스 ""나를 따르라""…LG전자 '신고가'",1
2023-05-30 9:07,"""갤럭시폰 고객이 부품사서 직접 고친다""...삼성 '셀프 수리' 국내 도입",1
2023-05-30 9:18,"코스피, 장중 연고점…삼전·하이닉스 또 신고가",1
2023-05-30 17:18,생성형AI 열풍 타고…차세대 D램 '진검승부',1
2023-05-30 9:49,"SKT-삼성, 양자보안 스마트폰 '갤럭시 퀀텀 4' 출시",1
2023-05-30 5:59,삼성 vs LG 불꽃 튄다는데…“안방 소비자를 품어라”,1
2023-05-30 9:02,삼성 갤럭시 '자가 수리 프로그램' 국내에 도입,1
2023-05-30 16:45,"""이젠 갤럭시폰 직접 수리하세요""",1
2023-05-30 18:10,부산 리노공업 배당 ‘코스닥 1위’…작년 455억 풀었다,1
2023-05-30 9:53,"SKT, 양자보안폰 '갤럭시퀀텀4' 출시…디자인·성능 개선",1
2023-05-30 14:48,스마트워치 2위 자리 내준 삼성...갤워치6로 만회 나선다,0
2023-05-30 13:25,삼성·SK 마냥 웃을 수 없다 [뉴스'까'페],0
2023-05-30 9:22,부담 덜어낸 국내 증시…삼전·하이닉스 '반도체주' 날았다,1
2023-05-30 10:11,"SK텔레콤, 양자보안 5G 삼성폰 ‘갤럭시 퀀텀4′ 출시",1
2023-05-30 17:19,하루에 6700억원 폭풍매수…외국인들 쏠린 종목은,1
2023-05-30 10:49,“SK하이닉스 상승세 시작에 불과?” 세계서 가장 빠른 ‘신무기’ 예고에 시선 집중 [비즈360],1
2023-05-30 10:26,"""중동 소비자 잡아라"" 두바이에 뜬 삼성 TV",1
2023-05-30 15:35,"스마트폰 직접 수리할 ‘권리’…삼성, 액정 등 부품 판매",1
2023-05-30 17:51,“5초에 1대씩 팔린다” 삼성 2위→3위로 밀어낸 회사 정체,1
2023-05-30 11:20,"상장사 배당금, 2년 연속 감소 28조5282억원…증시 부진 여파",0
2023-05-30 13:26,"SKT, 양자보안 폰 '갤럭시 퀀텀4' 출시",1
2023-05-30 12:02,"""5G 강국, 6G로 잇는다""…6G포럼 출범",1
2023-05-30 9:14,국제광고제 휩쓴 제일기획…북미·유럽서 본상 14개 수상,1
2023-05-30 18:34,비상경영 나몰라라…노조의 '역대급 청구서',0
2023-05-30 11:07,"“화면 깨진 갤S22, 이제 직접 고치세요”",1
2023-05-30 10:19,작년 상장사 배당금 28.5조…전년比 6.7% 줄어,0
2023-05-30 17:12,갤럭시폰·노트북·TV '셀프수리' 길 열렸다,1
2023-05-30 9:33,"SK텔레콤, 양자보안 5G폰 삼성 ‘갤럭시 퀀텀 4’ 출시",1
2023-05-30 16:07,[시황종합]외인 '사자'에 코스피 연고점 경신…삼전·하이닉스 강세,1
2023-05-30 15:09,"SKT, 양자보안 '갤럭시 퀀텀4'...인증정보, 외장메모리 암호화",1
2023-05-30 6:15,"""초연결이 알아서 딱""…가전의 진화, 생활이 달라진다 [미래on]",1
2023-05-30 9:40,"제일기획, 해외 광고제서 잇단 수상",1
2023-05-30 10:37,작년 상장사 배당금 6.7% 줄었다…28조 5천억 지급,0
2023-05-30 17:20,"적자나도, 최대 실적 거둬도' 역대급 청구서 내미는 노조",0
2023-05-29 22:44,10년 전 중국 점유율 20%→1% '추락'…늪에 빠진 삼성폰,0
2023-05-30 9:37,미국발 훈풍… ‘7만전자’ ‘11만닉스’ 52주 신고가 경신,1
2023-05-30 16:07,"코스피, 미 부채한도 협상 타결·반도체 강세에 연중 최고치(종합)",1
2023-05-30 16:02,산·학·연 모여 기술 융합… 한국도 6G 주도권 전쟁 참전,1
2023-05-30 11:07,"양자기술로 보안 강화, SKT ‘갤럭시 퀀텀4’ 출시",1
2023-05-30 8:49,"진화한 양자 보안기술…SKT, 60만원대 `갤럭시 퀀텀4` 출시",1
2023-05-30 9:24,이제 집에서 직접 고친다…갤럭시 '자가 수리' 국내 도입,1
2023-05-30 16:46,2600선 바라보는 코스피…반도체주 강세 '지속',1
2023-05-30 4:27,"""삼성보다 TSMC…AI 열풍 속 수익·경영 모두 유리""",0
2023-05-30 9:58,"SK하이닉스, '10나노급 5세대 서버용 DDR5' 개발..인텔과 검증",1
2023-05-30 6:35,"[컴퓨텍스 2023] 차세대 인텔 코어 프로세서, AI로 효율성 ↑",1
2023-05-30 11:17,"SK하이닉스, AI 서버시장 주도권 잡는다",1
2023-05-30 11:17,작년 상장사 배당금 또 줄었다…28.5조원 지급,0
2023-05-30 7:19,불매운동'에 역풍...유명무실해지는 삼성 노조 [기자수첩-산업IT],0
2023-05-30 5:05,엔비디아 ‘1조 달러 클럽’ 눈앞… 삼성·SK에도 훈풍,1
2023-05-30 7:49,"‘8만전자’ 도전, 오늘부터 1일?…새 슈퍼컴퓨터 타고 비상한 ‘킹비디아’ 덕에 삼전도 웃나 [투자360]",1
2023-06-06 10:13,"""카카오, 왜 이제야""…3주간 200만명 폭발적 반응",1
2023-06-05 11:53,"""이러다 1위 내줄 판""…'절대 강자' 카카오톡의 위기",0
2023-06-05 16:58,"네이버·카카오 ""종이→전자문서로 디지털 친환경 앞장서""(종합)",1
2023-06-05 9:38,"카카오, 세계 환경의 날에 '이용자 환경 기여' 지표 공개",1
2023-06-05 14:49,카카오게임즈 '아레스 : 라이즈 오브 가디언즈' 사전등록 인원 100만 명 넘어,1
2023-06-05 9:43,"카카오페이, '바로 발급되는 카드 보기' 서비스 출시",1
2023-06-06 4:04,"카카오, 환경의날 맞아 ‘카카오 카본 인덱스’ 수치 공개",1
2023-06-05 3:21,[朝鮮칼럼] 문제는 뉴스제평위가 아니라 네이버·카카오다,0
2023-06-06 10:47,"카카오게임즈 '우마무스메 프리티 더비', 1주년 기념 대규모 이벤트",1
2023-06-06 14:03,절대강자는 옛말?…구글 맹추격에 카카오톡·네이버 입지 흔들,0
2023-06-05 14:32,"제주개발공사, 환경의 날 맞아 카카오와 해양 정화 활동 전개",1
2023-06-05 14:46,"""나 떨고 있니?"" 카카오톡, 네이버 제친 유튜브에 추월 위기",0
2023-06-05 13:57,"펫타버스, 카카오인베스트먼트 이어 AFWP로부터 후속 투자유치",1
2023-06-05 14:53,"카카오게임즈 ‘우마무스메’, 1주년 맞이 대규모 캠페인 개최",1
2023-06-05 10:13,"카카오톡 추월 위기, 턱밑까지 쫓아온 유튜브",0
2023-06-06 14:45,"제주개발공사·카카오, 해양 정화 활동 '메이크 어스 그린 in 제주' 진행",1
2023-06-01 10:28,"카카오뱅크, '26주 적금 with 카카오웹툰' 출시",1
2023-06-02 10:59,"카카오, 소상공인 위한 '카카오 비즈니스 세미나' 스튜디오 개설",1
2023-06-02 13:54,카뱅 '카카오웹툰 26주 적금' 출시 하루 만에 10만좌 돌파,1
2023-06-02 9:37,"카카오, 소상공인 위한 교육 프로그램 제작 공간 열어",1
2023-06-05 16:09,"밥값'하는 카카오페이… ""마이데이터 정보 제공,  금융이력부족자들 신용카드 발급률 20%↑""",1
2023-06-02 14:24,"카카오뱅크 '26주적금 with 카카오웹툰', 하루만에 10만좌",1
2023-06-01 10:41,카카오뱅크 26주 적금 넣고 카카오웹툰 캐시 혜택까지,1
2023-06-02 12:18,"카카오 `비즈니스 스튜디오` ""소상공인들에 노하우 전달""",1
2023-06-01 13:37,"카카오엔터, 카카오뱅크와 ‘26주적금 with 카카오웹툰’ 출시",1
2023-06-01 9:14,"카카오, 네번째 사내어린이집 '별이든' 개원…아이 907명 돌본다",1
2023-06-01 10:36,"카카오, 4번째 사내 어린이집 '별이든' 개원",1
2023-06-02 10:37,"[게시판] 카카오, 소상공인 교육 프로그램 제작 공간 마련",1
2023-06-01 9:26,"카카오, 4번째 어린이집 개소…업계 최대 규모",1
2023-06-02 20:06,"다이어트 한약, 카카오톡으로 샀다 ‘탈났다’…소비자 피해 증가",0
2023-06-04 6:00,"""중소상공인 매출확대 도와드립니다""...상생나선 네이버-카카오",1
2023-05-31 11:18,"카카오, 지역 창업자·소상공인 디지털 전환 교육 진행",1
2023-06-02 13:47,"카카오 스테이지파이브, ESG 위원회 설립…의장에 민원기 전 차관",1
2023-05-30 15:15,‘먹통’ 겪은 카카오 “인프라 투자 세 배로 늘릴 것”,1
2023-05-30 9:24,"카카오, 2022 ESG 보고서 발간…지배구조 선진화 나선다",1
2023-06-02 6:06,카카오톡서 이것 함부로 사지 마세요,0
2023-06-02 10:10,"카카오, 중소 파트너 위한 ‘카카오비즈니스 스튜디오’ 열어",1
2023-05-31 20:18,네이버·카카오가 ‘전기차 시장’에 주목한 까닭 [이코노Y],1
2023-06-01 9:51,"카카오 VX '프렌즈 스크린', 한국타이어 춘식이컵 개최",1
2023-05-26 10:09,"미국 와튼스쿨, 한국 ICT 생태계 연구 위해 카카오 방문",1
2023-05-30 9:42,"카카오, 2022 ESG 보고서 발간…""지배구조 선진화""",1
2023-06-02 16:22,"카카오뱅크 ‘26주적금 with 카카오웹툰’, 출시 하루만에 10만좌 개설",1
2023-06-02 7:05,"""카카오톡서 다이어트 제품 구매 주의"".. 소비자 피해  잇따라",1
